platform,server,uid,dataUnix,status
ADR,21,2|63,1571572989,LOGIN
H5,20,2|1273,1571573049,LOGOUT
H5,3,0|562,1571573229,LOGOUT
IOS,0,0|2745,1571573259,LOGIN
IOS_YY,4,0|2745,1571573259,LOGOUT
IOS_YY,23,2|1348,1571573589,LOGOUT
ADR,25,2|1107,1571573709,LOGIN
H5,0,0|2599,1571573889,LOGIN
H5,0,0|2599,1571573889,LOGIN
ADR,10,1|768_253,1571573919,LOGIN
H5,1,0|843,1571574279,LOGOUT
IOS_YY,25,2|1492,1571574549,LOGIN
IOS,21,2|1377,1571575239,LOGIN
IOS,1,0|2577,1571575419,LOGIN
H5,21,2|2268,1571575479,LOGOUT
IOS_YY,20,2|1385_233,1571575749,LOGOUT
H5,14,1|1488,1571575779,LOGIN
IOS_YY,0,0|2471,1571575869,LOGOUT
ADR,0,0|578,1571576139,LOGOUT
ADR,23,2|157,1571576259,LOGOUT
H5,11,1|491,1571576289,LOGIN
ADR,11,1|1194,1571576349,LOGIN
IOS,2,0|1750,1571576529,LOGIN
H5,22,2|1750,1571576529,LOGOUT
ADR,14,1|1293,1571576709,LOGOUT
H5,14,1|638,1571576859,LOGIN
IOS,23,2|1776,1571576889,LOGOUT
IOS_YY,2,0|1986,1571577309,LOGIN
IOS_YY,2,0|1986,1571577309,LOGIN
IOS,14,1|1409,1571577549,LOGOUT
ADR,24,2|1916,1571577759,LOGOUT
IOS,2,0|608,1571578089,LOGIN
ADR,20,2|727,1571578209,LOGOUT
ADR,1,0|727,1571578209,LOGIN
IOS,25,2|726,1571578509,LOGIN
IOS_YY,22,2|1294_139,1571578659,LOGIN
H5,11,1|2534,1571578749,LOGIN
H5,0,0|85,1571579019,LOGOUT
ADR,23,2|1617,1571579199,LOGOUT
H5,13,1|2549,1571579349,LOGIN
IOS_YY,25,2|1191,1571579379,LOGIN
ADR,2,0|1275,1571579589,LOGIN
ADR,14,1|809,1571579829,LOGIN
ADR,23,2|2153,1571580249,LOGIN
H5,20,2|1468,1571580369,LOGIN
H5,12,1|1467,1571580429,LOGIN
H5,22,2|883,1571580789,LOGOUT
IOS_YY,11,1|2939,1571581059,LOGOUT
IOS,22,2|2797,1571581149,LOGOUT
ADR,11,1|536,1571581269,LOGIN
H5,2,0|2661,1571581299,LOGOUT
H5,5,0|2944,1571581449,LOGIN
IOS,24,2|940_259,1571581779,LOGOUT
IOS,25,2|946,1571581929,LOGOUT
IOS_YY,20,2|459,1571581959,LOGOUT
ADR,14,1|2282,1571582139,LOGOUT
H5,0,0|2357,1571582199,LOGOUT
ADR,12,1|2357,1571582199,LOGIN
IOS,23,2|1659,1571582379,LOGIN
IOS,4,0|1659,1571582379,LOGOUT
ADR,20,2|2367,1571582439,LOGOUT
IOS,20,2|2117,1571582739,LOGOUT
IOS,2,0|1946,1571582769,LOGIN
IOS,12,1|1619,1571582799,LOGOUT
IOS,10,1|78,1571583069,LOGIN
H5,4,0|2322,1571583489,LOGIN
H5,4,0|2322,1571583489,LOGIN
IOS,12,1|1347,1571583519,LOGOUT
IOS_YY,24,2|1283,1571583789,LOGIN
ADR,10,1|2549,1571584299,LOGOUT
ADR,13,1|1790,1571584329,LOGIN
IOS_YY,1,0|1805,1571584389,LOGIN
IOS,21,2|1908,1571584599,LOGIN
IOS,3,0|1409,1571584929,LOGIN
IOS_YY,22,2|2727,1571585529,LOGOUT
IOS_YY,25,2|1414,1571585709,LOGIN
ADR,21,2|497,1571585919,LOGOUT
IOS,12,1|2524,1571585979,LOGIN
IOS_YY,5,0|961,1571586039,LOGIN
ADR,15,1|2881,1571586069,LOGIN
ADR,3,0|446,1571586399,LOGIN
H5,4,0|2745,1571586459,LOGIN
H5,5,0|486,1571586789,LOGIN
IOS_YY,4,0|184,1571586849,LOGOUT
IOS_YY,3,0|2874,1571586939,LOGOUT
H5,11,1|918,1571586999,LOGOUT
IOS,20,2|918,1571586999,LOGIN
ADR,25,2|1432,1571501019,LOGIN
ADR,13,1|1237,1571501079,LOGOUT
IOS_YY,13,1|1296,1571501109,LOGIN
IOS,5,0|1362,1571501199,LOGOUT
IOS_YY,25,2|1214,1571501349,LOGIN
H5,13,1|246,1571501439,LOGIN
H5,3,0|1982,1571501469,LOGIN
IOS,23,2|1769,1571501589,LOGOUT
IOS_YY,12,1|473,1571502039,LOGOUT
IOS_YY,10,1|1409,1571502309,LOGIN
IOS_YY,12,1|746,1571502459,LOGIN
ADR,2,0|719,1571502489,LOGOUT
ADR,0,0|719,1571502489,LOGIN
H5,13,1|501,1571502549,LOGIN
IOS_YY,15,1|1282,1571502609,LOGIN
H5,10,1|1722,1571502639,LOGOUT
ADR,14,1|2082,1571502759,LOGIN
H5,22,2|2716,1571503059,LOGIN
ADR,14,1|882,1571503269,LOGOUT
IOS_YY,21,2|1737,1571503749,LOGIN
H5,1,0|1742,1571504019,LOGOUT
H5,4,0|1402,1571504229,LOGOUT
IOS,24,2|1746,1571504319,LOGIN
ADR,11,1|659,1571504379,LOGIN
H5,3,0|2766,1571504529,LOGIN
IOS,1,0|1682,1571504889,LOGIN
IOS,21,2|59,1571504919,LOGOUT
IOS_YY,13,1|2285,1571505009,LOGIN
ADR,5,0|1327,1571505549,LOGOUT
IOS,20,2|338,1571505609,LOGOUT
H5,4,0|535,1571505909,LOGOUT
ADR,3,0|59,1571506029,LOGOUT
IOS,20,2|2529,1571506059,LOGOUT
H5,4,0|1975,1571506149,LOGOUT
IOS_YY,0,0|153,1571506449,LOGIN
ADR,15,1|267,1571506569,LOGIN
IOS,25,2|2852,1571507169,LOGOUT
ADR,10,1|1431,1571507229,LOGIN
ADR,10,1|2483,1571507259,LOGOUT
H5,22,2|2568,1571508279,LOGOUT
ADR,12,1|892,1571508489,LOGOUT
IOS,15,1|535,1571508849,LOGIN
IOS,3,0|647,1571509089,LOGOUT
H5,15,1|274,1571509239,LOGIN
IOS_YY,1,0|1594_84,1571509479,LOGIN
IOS,10,1|2748,1571509629,LOGOUT
IOS,25,2|785,1571509929,LOGIN
ADR,0,0|373,1571509959,LOGIN
ADR,12,1|1828,1571509989,LOGOUT
ADR,14,1|330,1571510169,LOGOUT
IOS,13,1|281,1571510319,LOGOUT
IOS,13,1|281,1571510319,LOGOUT
H5,24,2|2079,1571510349,LOGOUT
H5,5,0|935,1571510469,LOGIN
H5,0,0|1154,1571510559,LOGIN
IOS_YY,13,1|1249,1571510799,LOGIN
ADR,22,2|1528_187,1571510889,LOGIN
IOS_YY,4,0|3,1571511279,LOGOUT
IOS,21,2|2068,1571511339,LOGIN
H5,12,1|1061,1571511399,LOGIN
H5,5,0|1592,1571511489,LOGIN
H5,5,0|1592,1571511489,LOGIN
ADR,1,0|1085,1571511789,LOGIN
IOS,1,0|375,1571511909,LOGOUT
ADR,2,0|1748,1571512179,LOGIN
IOS,13,1|859,1571512419,LOGIN
H5,21,2|694,1571512449,LOGOUT
IOS,4,0|1184,1571512479,LOGOUT
ADR,20,2|402,1571512659,LOGIN
ADR,12,1|1470,1571512779,LOGOUT
IOS,13,1|1470,1571512779,LOGIN
ADR,15,1|2969,1571512839,LOGOUT
ADR,21,2|1787,1571512899,LOGOUT
H5,5,0|2944,1571512929,LOGOUT
IOS,5,0|2885,1571513079,LOGOUT
ADR,5,0|2117,1571513469,LOGOUT
IOS_YY,21,2|2005,1571513739,LOGOUT
IOS,13,1|937,1571513889,LOGOUT
IOS,22,2|765,1571513949,LOGIN
IOS,22,2|765,1571513949,LOGOUT
H5,22,2|646,1571513979,LOGIN
ADR,4,0|1385,1571514579,LOGOUT
IOS_YY,11,1|1782_150,1571514609,LOGIN
IOS,10,1|2157,1571514879,LOGIN
IOS,22,2|2467,1571515089,LOGOUT
IOS_YY,1,0|2757,1571515119,LOGIN
H5,3,0|1626,1571515359,LOGOUT
IOS_YY,14,1|2331,1571515389,LOGOUT
H5,15,1|375,1571515419,LOGIN
IOS_YY,1,0|905,1571515479,LOGIN
IOS,15,1|1318,1571515749,LOGIN
ADR,13,1|1838,1571515779,LOGIN
IOS_YY,13,1|659,1571516019,LOGOUT
IOS_YY,13,1|2501,1571516139,LOGIN
IOS_YY,25,2|973,1571516199,LOGIN
IOS,25,2|2388,1571516349,LOGIN
IOS,23,2|2876,1571516409,LOGOUT
H5,21,2|23,1571516529,LOGIN
IOS,2,0|2226,1571516739,LOGOUT
IOS_YY,0,0|2312,1571517099,LOGIN
ADR,25,2|127,1571517219,LOGOUT
IOS_YY,10,1|2377,1571517309,LOGIN
H5,10,1|833,1571517339,LOGOUT
ADR,25,2|2843,1571517729,LOGIN
IOS,13,1|2148,1571517999,LOGOUT
H5,5,0|1348,1571518029,LOGIN
H5,23,2|144,1571518719,LOGOUT
IOS_YY,5,0|144,1571518719,LOGIN
IOS_YY,15,1|383,1571518899,LOGIN
IOS_YY,24,2|1318,1571518959,LOGOUT
H5,21,2|178,1571519019,LOGOUT
IOS,1,0|2529,1571519049,LOGOUT
IOS_YY,22,2|23,1571519259,LOGOUT
IOS,15,1|1481,1571519439,LOGIN
IOS,1,0|1366,1571519619,LOGOUT
ADR,1,0|2906,1571519679,LOGIN
ADR,10,1|2906,1571519679,LOGOUT
IOS_YY,14,1|394,1571519949,LOGOUT
IOS_YY,25,2|150,1571520009,LOGOUT
ADR,10,1|2042,1571520219,LOGIN
ADR,3,0|2369,1571520489,LOGIN
H5,3,0|2422,1571520909,LOGIN
IOS_YY,23,2|1228,1571521179,LOGOUT
IOS_YY,25,2|1508,1571521209,LOGOUT
IOS_YY,20,2|1068,1571521299,LOGOUT
H5,21,2|642,1571521389,LOGIN
IOS_YY,5,0|1519,1571521449,LOGOUT
H5,25,2|1597,1571521509,LOGOUT
IOS_YY,14,1|1614,1571521599,LOGIN
IOS_YY,1,0|2707,1571521659,LOGOUT
ADR,12,1|788,1571521689,LOGIN
IOS_YY,25,2|698,1571521749,LOGOUT
IOS_YY,25,2|1643,1571521989,LOGOUT
IOS,12,1|743,1571522229,LOGIN
H5,12,1|2667,1571522589,LOGOUT
IOS,5,0|2586,1571523129,LOGIN
IOS,15,1|1321,1571523489,LOGOUT
IOS,15,1|1321,1571523489,LOGOUT
IOS_YY,15,1|563,1571523759,LOGOUT
ADR,1,0|868,1571524119,LOGIN
IOS_YY,13,1|2068,1571524329,LOGIN
IOS,4,0|247,1571524479,LOGOUT
ADR,1,0|1625,1571524509,LOGIN
IOS_YY,25,2|372,1571524629,LOGOUT
ADR,10,1|1294,1571524779,LOGIN
IOS,12,1|1294,1571524779,LOGOUT
ADR,14,1|1034,1571524899,LOGOUT
ADR,1,0|1557,1571525169,LOGIN
H5,25,2|1049,1571525709,LOGOUT
IOS_YY,12,1|1612_30,1571525799,LOGIN
IOS_YY,25,2|988,1571525919,LOGOUT
H5,24,2|2576,1571526039,LOGOUT
IOS,5,0|2977,1571526129,LOGOUT
IOS,15,1|2099,1571526189,LOGIN
H5,24,2|467,1571526609,LOGIN
H5,11,1|467,1571526609,LOGOUT
ADR,20,2|2197,1571527179,LOGIN
H5,22,2|374,1571527209,LOGIN
IOS,22,2|403,1571527389,LOGOUT
H5,25,2|1797,1571527659,LOGOUT
ADR,25,2|1487,1571527779,LOGOUT
IOS_YY,13,1|2991,1571527929,LOGIN
IOS_YY,14,1|1099,1571528019,LOGIN
ADR,25,2|2558,1571528199,LOGIN
ADR,25,2|2558,1571528199,LOGIN
IOS_YY,0,0|2716,1571528259,LOGOUT
H5,11,1|2517,1571528349,LOGOUT
ADR,25,2|2268,1571528469,LOGIN
IOS,13,1|1568,1571528559,LOGIN
ADR,10,1|983,1571528799,LOGOUT
IOS_YY,2,0|878,1571528949,LOGIN
IOS,21,2|2522,1571529039,LOGOUT
H5,13,1|1558,1571529279,LOGOUT
H5,0,0|2284,1571529339,LOGOUT
ADR,3,0|1531,1571529429,LOGOUT
IOS_YY,21,2|446,1571529549,LOGIN
ADR,22,2|212,1571529939,LOGIN
ADR,2,0|1078,1571529969,LOGOUT
ADR,14,1|1989,1571530989,LOGIN
ADR,21,2|748_51,1571531079,LOGOUT
H5,10,1|2950,1571531109,LOGIN
ADR,15,1|1282,1571531229,LOGIN
H5,21,2|801,1571531469,LOGIN
H5,21,2|801,1571531469,LOGIN
IOS,23,2|396,1571532309,LOGIN
ADR,13,1|1303_113,1571532399,LOGOUT
ADR,13,1|1303_113,1571532399,LOGOUT
IOS_YY,0,0|488,1571532699,LOGIN
IOS,15,1|649,1571532729,LOGOUT
IOS,13,1|952,1571532849,LOGOUT
IOS_YY,24,2|826,1571532999,LOGIN
IOS,5,0|1605,1571533149,LOGIN
IOS,4,0|1118,1571533539,LOGOUT
ADR,15,1|1538,1571533749,LOGIN
IOS,14,1|1016,1571533779,LOGIN
IOS_YY,22,2|1467,1571533869,LOGOUT
ADR,23,2|31,1571533929,LOGIN
ADR,21,2|641,1571534049,LOGIN
ADR,3,0|641,1571534049,LOGOUT
H5,1,0|489,1571534319,LOGOUT
IOS_YY,12,1|1210,1571534979,LOGOUT
H5,15,1|2322,1571535159,LOGOUT
H5,13,1|533,1571535249,LOGOUT
ADR,13,1|1188,1571535369,LOGOUT
IOS_YY,25,2|1701,1571535429,LOGIN
IOS_YY,25,2|1099,1571535639,LOGOUT
ADR,22,2|1709,1571535699,LOGOUT
ADR,22,2|1709,1571535699,LOGOUT
H5,11,1|1638,1571535729,LOGIN
IOS,3,0|2906,1571536059,LOGOUT
H5,3,0|2906,1571536059,LOGIN
IOS_YY,24,2|1529,1571536119,LOGIN
IOS_YY,24,2|1529,1571536119,LOGIN
IOS,20,2|651,1571536359,LOGOUT
IOS,2,0|692,1571536389,LOGIN
ADR,10,1|264,1571536419,LOGIN
H5,25,2|1712_161,1571536449,LOGOUT
H5,12,1|1754,1571536629,LOGOUT
IOS_YY,23,2|878,1571536779,LOGIN
IOS_YY,23,2|878,1571536779,LOGIN
H5,11,1|2564,1571537079,LOGIN
IOS,4,0|2527,1571537259,LOGOUT
IOS_YY,0,0|1791,1571537679,LOGIN
H5,10,1|322,1571537949,LOGOUT
H5,11,1|322,1571537949,LOGIN
H5,14,1|1518,1571538039,LOGIN
IOS,3,0|1199,1571538249,LOGOUT
IOS_YY,20,2|716,1571538489,LOGOUT
ADR,25,2|2668,1571538549,LOGOUT
ADR,0,0|2152,1571538789,LOGOUT
H5,25,2|944,1571538939,LOGOUT
H5,25,2|224,1571539269,LOGOUT
ADR,5,0|2776,1571539689,LOGIN
H5,25,2|2803,1571539869,LOGOUT
H5,4,0|272,1571539929,LOGOUT
H5,4,0|272,1571539929,LOGOUT
IOS,25,2|2797,1571539989,LOGOUT
IOS_YY,23,2|1555,1571540409,LOGOUT
H5,0,0|1797,1571540589,LOGOUT
IOS,12,1|1839,1571541039,LOGIN
ADR,21,2|2255,1571541099,LOGOUT
ADR,0,0|62,1571541189,LOGOUT
IOS,12,1|1810,1571541909,LOGOUT
IOS_YY,24,2|2308,1571542209,LOGOUT
IOS_YY,15,1|825_268,1571542689,LOGOUT
IOS_YY,2,0|1315,1571542749,LOGOUT
IOS,25,2|2879,1571542959,LOGIN
ADR,3,0|2986,1571543109,LOGIN
IOS,2,0|1648_73,1571543139,LOGIN
IOS_YY,20,2|1754,1571543469,LOGIN
IOS_YY,5,0|1108,1571543559,LOGIN
ADR,12,1|1108,1571543559,LOGOUT
IOS,22,2|2249,1571543679,LOGOUT
ADR,21,2|333,1571543769,LOGIN
IOS_YY,25,2|519,1571544219,LOGOUT
ADR,25,2|1176,1571544369,LOGOUT
IOS_YY,0,0|675,1571544549,LOGOUT
H5,5,0|1643,1571544759,LOGIN
IOS,5,0|958,1571545209,LOGIN
IOS,13,1|1219,1571545419,LOGIN
ADR,0,0|2567,1571545509,LOGIN
ADR,14,1|2979,1571545629,LOGOUT
IOS_YY,12,1|738,1571545809,LOGIN
IOS,22,2|1291,1571545839,LOGIN
H5,20,2|2299,1571546019,LOGIN
ADR,23,2|1337,1571546109,LOGIN
IOS,22,2|2911,1571546199,LOGIN
H5,5,0|2911,1571546199,LOGOUT
ADR,23,2|1763_27,1571546379,LOGOUT
IOS,25,2|1933,1571546469,LOGOUT
IOS_YY,12,1|2602,1571546529,LOGOUT
ADR,10,1|1191,1571546859,LOGIN
IOS_YY,0,0|472,1571547069,LOGOUT
IOS_YY,11,1|1155,1571547309,LOGOUT
IOS_YY,1,0|763,1571547669,LOGIN
IOS,2,0|144,1571547759,LOGOUT
ADR,24,2|1588,1571547849,LOGOUT
ADR,4,0|2219,1571548359,LOGOUT
ADR,10,1|850,1571548389,LOGIN
IOS,15,1|1381,1571548749,LOGIN
ADR,20,2|1669,1571548869,LOGIN
IOS,24,2|853,1571548989,LOGIN
H5,22,2|2699,1571549079,LOGOUT
IOS_YY,23,2|2685,1571549169,LOGIN
ADR,10,1|1887,1571549289,LOGIN
IOS,2,0|1887,1571549289,LOGOUT
IOS_YY,23,2|1041,1571549319,LOGOUT
ADR,20,2|221,1571549589,LOGIN
ADR,13,1|2455,1571549799,LOGIN
IOS_YY,25,2|2418,1571549859,LOGOUT
IOS_YY,20,2|2872,1571549919,LOGOUT
H5,14,1|59,1571550039,LOGIN
IOS_YY,25,2|1261,1571550099,LOGOUT
H5,24,2|58,1571550369,LOGOUT
ADR,13,1|2205,1571550549,LOGOUT
ADR,23,2|1250,1571550609,LOGOUT
H5,4,0|2982,1571550789,LOGIN
IOS,12,1|1372,1571550819,LOGIN
IOS,15,1|2929,1571550939,LOGIN
IOS,21,2|2929,1571550939,LOGOUT
IOS_YY,11,1|1101,1571551269,LOGOUT
H5,4,0|207,1571551389,LOGOUT
IOS_YY,13,1|26,1571551689,LOGOUT
IOS_YY,0,0|2968,1571551779,LOGIN
IOS_YY,5,0|1284,1571552109,LOGOUT
H5,24,2|2567,1571552229,LOGOUT
H5,15,1|1739,1571552289,LOGIN
IOS,4,0|1974,1571552409,LOGIN
H5,4,0|2044,1571552859,LOGIN
IOS_YY,14,1|373_55,1571553069,LOGOUT
IOS_YY,14,1|2819,1571553459,LOGOUT
H5,12,1|2161,1571553489,LOGIN
ADR,13,1|505,1571553579,LOGOUT
ADR,5,0|507,1571553819,LOGOUT
IOS,3,0|2056,1571553939,LOGOUT
IOS,12,1|1789,1571554029,LOGIN
ADR,2,0|348,1571554449,LOGOUT
IOS_YY,12,1|1766,1571554479,LOGOUT
H5,2,0|2465,1571554929,LOGOUT
H5,5,0|1595,1571555079,LOGIN
H5,5,0|1595,1571555079,LOGIN
H5,5,0|1595,1571555079,LOGIN
IOS,24,2|2018,1571555139,LOGIN
IOS,24,2|2018,1571555139,LOGIN
H5,2,0|1141,1571555469,LOGIN
IOS,13,1|2724,1571555649,LOGOUT
IOS,20,2|433,1571556159,LOGOUT
H5,25,2|1317,1571556339,LOGOUT
ADR,15,1|1225,1571556549,LOGIN
ADR,5,0|2666,1571557269,LOGIN
ADR,5,0|2666,1571557269,LOGIN
IOS,25,2|282,1571557629,LOGOUT
ADR,13,1|1805,1571557689,LOGOUT
H5,20,2|2190,1571557899,LOGIN
H5,10,1|1449,1571557959,LOGIN
IOS,0,0|1630,1571558109,LOGOUT
H5,0,0|2916,1571558139,LOGIN
H5,15,1|1476,1571558949,LOGIN
IOS,21,2|546,1571559099,LOGOUT
ADR,13,1|2697,1571559189,LOGIN
IOS,12,1|2276,1571559279,LOGIN
IOS_YY,4,0|96,1571559459,LOGIN
IOS,11,1|286,1571559729,LOGIN
ADR,2,0|236,1571559759,LOGOUT
IOS_YY,12,1|2037,1571559879,LOGIN
IOS,5,0|393,1571559969,LOGIN
ADR,22,2|368,1571560149,LOGIN
H5,2,0|1847,1571560269,LOGIN
ADR,21,2|485,1571560449,LOGOUT
H5,13,1|2742,1571560659,LOGIN
IOS,3,0|1927,1571560719,LOGOUT
IOS_YY,13,1|2191,1571560869,LOGIN
H5,1,0|458,1571560959,LOGIN
H5,11,1|921,1571561079,LOGIN
IOS_YY,12,1|997_47,1571561199,LOGIN
H5,4,0|345,1571561319,LOGOUT
IOS_YY,25,2|277,1571561649,LOGIN
ADR,21,2|1211,1571561679,LOGIN
IOS,14,1|391,1571561799,LOGOUT
H5,10,1|997_202,1571561829,LOGOUT
H5,1,0|2250,1571562009,LOGIN
ADR,20,2|2162,1571562099,LOGOUT
IOS_YY,4,0|888,1571562219,LOGOUT
IOS,13,1|499,1571562609,LOGIN
ADR,24,2|1910,1571562669,LOGOUT
H5,23,2|915,1571562729,LOGOUT
H5,24,2|102,1571562819,LOGIN
IOS,22,2|2825,1571562879,LOGOUT
ADR,14,1|1555,1571562909,LOGIN
H5,2,0|1366_46,1571563329,LOGIN
IOS_YY,12,1|425,1571563569,LOGIN
H5,2,0|2884,1571563599,LOGIN
ADR,14,1|509,1571563929,LOGOUT
IOS,20,2|1030,1571564199,LOGIN
IOS,23,2|25,1571564349,LOGIN
IOS,0,0|215,1571564499,LOGIN
H5,22,2|852,1571564949,LOGIN
IOS,4,0|951,1571565129,LOGOUT
ADR,1,0|1811,1571565339,LOGOUT
H5,1,0|2244,1571565759,LOGIN
ADR,22,2|265,1571566239,LOGIN
H5,24,2|1531_192,1571566539,LOGIN
H5,12,1|1205,1571566989,LOGOUT
H5,20,2|2159,1571567079,LOGOUT
IOS,14,1|191,1571567289,LOGIN
IOS_YY,10,1|1189,1571567349,LOGOUT
H5,5,0|205,1571567559,LOGOUT
IOS,23,2|998,1571568099,LOGIN
IOS_YY,24,2|1496,1571568339,LOGIN
IOS_YY,11,1|2431,1571568579,LOGOUT
IOS_YY,21,2|2431,1571568579,LOGIN
H5,13,1|2672,1571568609,LOGIN
IOS,23,2|2155,1571568849,LOGOUT
ADR,3,0|1305,1571568879,LOGIN
H5,15,1|830,1571569269,LOGOUT
H5,22,2|1434,1571569299,LOGOUT
ADR,3,0|1985,1571569359,LOGOUT
H5,4,0|1676,1571569809,LOGIN
IOS,1,0|1532,1571569839,LOGIN
H5,15,1|1389,1571570619,LOGOUT
H5,11,1|903,1571570739,LOGOUT
H5,12,1|369,1571570769,LOGOUT
IOS,1,0|369,1571570769,LOGIN
IOS,11,1|1973,1571570919,LOGIN
ADR,24,2|2064,1571571069,LOGOUT
ADR,4,0|2030,1571571309,LOGOUT
IOS,4,0|2778,1571571549,LOGIN
IOS_YY,23,2|1155,1571571609,LOGIN
H5,5,0|577,1571571939,LOGIN
H5,15,1|1056,1571572239,LOGOUT
IOS_YY,22,2|1482,1571572329,LOGOUT
H5,3,0|246,1571572689,LOGOUT
IOS_YY,1,0|246,1571572689,LOGIN
IOS_YY,1,0|246,1571572689,LOGIN
ADR,21,2|131,1571572839,LOGIN
IOS,15,1|2345,1571572869,LOGOUT
IOS,4,0|63,1571572989,LOGOUT
IOS_YY,20,2|109,1571573019,LOGOUT
ADR,21,2|934,1571573469,LOGIN
ADR,1,0|890_87,1571573499,LOGOUT
IOS,13,1|2344,1571573529,LOGOUT
IOS_YY,3,0|901,1571573649,LOGOUT
IOS,15,1|1605,1571573859,LOGOUT
ADR,23,2|338,1571574069,LOGIN
IOS,24,2|2896,1571574339,LOGOUT
H5,22,2|1316,1571574609,LOGOUT
ADR,3,0|1178,1571574639,LOGOUT
IOS_YY,20,2|1493,1571574729,LOGIN
IOS_YY,11,1|1645,1571574939,LOGOUT
IOS,12,1|608,1571575119,LOGIN
IOS,12,1|608,1571575119,LOGIN
IOS,21,2|1377,1571575239,LOGIN
H5,10,1|1368,1571575929,LOGOUT
IOS_YY,11,1|1906,1571576199,LOGIN
H5,13,1|1331,1571576379,LOGIN
ADR,13,1|2834,1571576499,LOGOUT
ADR,14,1|1372,1571576649,LOGOUT
H5,24,2|2958,1571576739,LOGIN
IOS_YY,11,1|2958,1571576739,LOGOUT
IOS,12,1|1776,1571576889,LOGIN
IOS_YY,11,1|916,1571577369,LOGIN
ADR,11,1|731,1571577579,LOGOUT
ADR,4,0|444,1571577609,LOGIN
IOS_YY,4,0|2845,1571577849,LOGIN
IOS_YY,5,0|608,1571578089,LOGOUT
H5,13,1|358,1571578359,LOGIN
H5,5,0|32,1571578449,LOGIN
ADR,20,2|2817,1571578629,LOGOUT
IOS,25,2|2814,1571578689,LOGOUT
IOS,13,1|1405,1571578989,LOGIN
ADR,1,0|19,1571579049,LOGOUT
IOS,1,0|1897,1571579079,LOGOUT
IOS,5,0|2230,1571579109,LOGIN
IOS,20,2|2616,1571579319,LOGOUT
ADR,15,1|72,1571579469,LOGIN
IOS,25,2|2942,1571579499,LOGIN
IOS,13,1|2796,1571580609,LOGIN
IOS,13,1|2796,1571580609,LOGIN
IOS,20,2|623,1571580669,LOGOUT
IOS_YY,23,2|2502,1571580729,LOGIN
IOS_YY,4,0|2691,1571580759,LOGOUT
IOS,3,0|245,1571580969,LOGOUT
IOS_YY,11,1|2939,1571581059,LOGOUT
IOS_YY,10,1|1271_18,1571581119,LOGOUT
IOS,13,1|785,1571581389,LOGIN
H5,1,0|211,1571581539,LOGOUT
IOS_YY,15,1|1227,1571581749,LOGIN
IOS_YY,15,1|1227,1571581749,LOGIN
ADR,21,2|2858,1571582079,LOGIN
IOS_YY,3,0|2367,1571582439,LOGIN
ADR,5,0|1862,1571582679,LOGIN
IOS,12,1|1619,1571582799,LOGOUT
IOS,5,0|2290,1571582829,LOGOUT
IOS,4,0|1769_77,1571583009,LOGOUT
H5,15,1|2794,1571583039,LOGIN
IOS,23,2|1599_30,1571583099,LOGIN
H5,21,2|2495,1571583129,LOGOUT
ADR,1,0|2355,1571583189,LOGOUT
H5,2,0|2355,1571583189,LOGIN
IOS,2,0|1584,1571583309,LOGOUT
H5,20,2|26,1571583399,LOGOUT
IOS,0,0|1376,1571583909,LOGOUT
ADR,3,0|1493,1571584119,LOGOUT
IOS_YY,12,1|1853,1571584149,LOGOUT
ADR,14,1|1823,1571584179,LOGOUT
H5,1,0|2099,1571584209,LOGOUT
IOS,0,0|1805,1571584389,LOGOUT
H5,2,0|1874,1571584449,LOGIN
H5,2,0|1874,1571584449,LOGIN
H5,5,0|2068,1571584539,LOGIN
IOS_YY,23,2|2669,1571584629,LOGOUT
IOS,15,1|634,1571584749,LOGOUT
H5,5,0|2087,1571584779,LOGOUT
IOS,20,2|392,1571584809,LOGIN
IOS_YY,1,0|2698,1571584869,LOGOUT
H5,25,2|964,1571585169,LOGIN
IOS_YY,20,2|871,1571585859,LOGOUT
IOS_YY,1,0|2524,1571585979,LOGOUT
ADR,13,1|2356,1571586219,LOGIN
IOS,5,0|1442,1571586249,LOGIN
H5,1,0|2950,1571586309,LOGIN
ADR,11,1|446,1571586399,LOGOUT
ADR,21,2|1011,1571586429,LOGIN
H5,4,0|2745,1571586459,LOGIN
ADR,13,1|1825,1571586489,LOGOUT
IOS,21,2|893,1571586699,LOGOUT
IOS,0,0|486,1571586789,LOGOUT
H5,10,1|1971_67,1571586879,LOGIN
IOS,24,2|2204,1571587119,LOGOUT
ADR,2,0|1332,1571500809,LOGIN
H5,22,2|2139,1571500839,LOGOUT
IOS,12,1|1370,1571501139,LOGIN
IOS,10,1|1982,1571501469,LOGOUT
IOS,13,1|147,1571501859,LOGOUT
H5,21,2|472,1571501889,LOGIN
IOS_YY,10,1|1580_183,1571501979,LOGIN
ADR,1,0|229_50,1571502009,LOGIN
ADR,1,0|229_50,1571502009,LOGIN
H5,20,2|473,1571502039,LOGIN
H5,15,1|2905,1571502099,LOGIN
ADR,10,1|476,1571502159,LOGOUT
H5,10,1|1716,1571502219,LOGOUT
IOS_YY,3,0|2413,1571502789,LOGIN
H5,3,0|1192,1571502849,LOGOUT
H5,25,2|2069,1571502969,LOGOUT
IOS_YY,15,1|806,1571503569,LOGOUT
IOS_YY,23,2|2228,1571503899,LOGOUT
IOS_YY,2,0|1864,1571503929,LOGIN
ADR,4,0|1864,1571503929,LOGOUT
